2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
2020-03-26 11:43:01.022 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:01.022 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:43:01.522 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:01.522 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:43:01.715 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:01.715 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:43:01.925 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:01.925 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:43:02.119 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:02.119 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:43:02.244 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "LEFT") (символ 2)
2020-03-26 11:43:02.244 GMT [12816] ОПЕРАТОР:   LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:44:29.887 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: ".") (символ 45)
2020-03-26 11:44:29.887 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login
		main.test_id
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:44:42.819 GMT [12816] ОШИБКА:  столбец main.interpretation_group_id не существует (символ 57)
2020-03-26 11:44:42.819 GMT [12816] ПОДСКАЗКА:  Возможно, предполагалась ссылка на столбец "main.interpetation_group_id".
2020-03-26 11:44:42.819 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpretation_group_id
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:44:43.332 GMT [12816] ОШИБКА:  столбец main.interpretation_group_id не существует (символ 57)
2020-03-26 11:44:43.332 GMT [12816] ПОДСКАЗКА:  Возможно, предполагалась ссылка на столбец "main.interpetation_group_id".
2020-03-26 11:44:43.332 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpretation_group_id
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:03.374 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:03.374 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:04.033 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:04.033 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:04.235 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:04.235 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:04.422 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:04.422 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:04.610 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:04.610 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:05.028 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 111)
2020-03-26 11:45:05.028 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
	
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:16.947 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "main") (символ 110)
2020-03-26 11:45:16.947 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id
		main.date
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:45:17.706 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "main") (символ 110)
2020-03-26 11:45:17.706 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id
		main.date
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:46:02.873 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "value") (символ 147)
2020-03-26 11:46:02.873 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:46:03.623 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "value") (символ 147)
2020-03-26 11:46:03.623 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:46:03.998 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "value") (символ 147)
2020-03-26 11:46:03.998 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:46:04.208 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "value") (символ 147)
2020-03-26 11:46:04.208 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:46:04.379 GMT [12816] ОШИБКА:  ошибка синтаксиса (примерное положение: "value") (символ 147)
2020-03-26 11:46:04.379 GMT [12816] ОПЕРАТОР:  SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
2020-03-26 11:51:19.240 GMT [8316] ОШИБКА:  ошибка синтаксиса (примерное положение: "1") (символ 1270)
2020-03-26 11:51:19.240 GMT [8316] ОПЕРАТОР:  CREATE OR REPLACE VIEW public.user_interpretation_group_values_view
	 AS
	SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) as value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id) main LEFT JOIN
		user_interpretation_group_values_view uigvv on main.date = uigvv.date 
		and main.test_id = uigvv.test_id 
		and uigvv.interpretation_group_id = main.interpetation_group_id
	
	
	
	
	
	1) ГРУППЫ - ПОЛЬЗОВАТЕЛИ - ИД ТЕСТА
	SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups ;
	
	ALTER TABLE public.user_interpretation_group_values_view
	    OWNER TO postgres;
2020-03-26 11:51:31.081 GMT [8316] ОШИБКА:  отношение "user_interpretation_group_values_view" не существует (символ 1094)
2020-03-26 11:51:31.081 GMT [8316] ОПЕРАТОР:  CREATE OR REPLACE VIEW public.user_interpretation_group_values_view
	 AS
	SELECT
		main.user_id,
		main.user_login,
		main.test_id,
		main.interpetation_group_id interpretation_group_id,
		main.date,
		coalesce(uigvv.value,0) as value
	FROM (SELECT 
		all_groups.user_id, 
		all_groups.user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id,
		dates.date
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
